text,label,split,cleaned_text
"Membuat masalah lebih sulit, perusahaan mengatakan telah bergulat dengan harga minyak dan gas yang lebih tinggi, yang telah mendorong biaya energi, bahan mentah dan transportasi.",0,Train,lebih sulit perusahaan bergulat harga minyak gas lebih mendorong biaya energi bahan mentah transportasi
"CapMan memiliki empat area investasi ( CapMan Buyout , CapMan Technology , CapMan Life Science dan CapMan Real Estate ) , dan masing - masing memiliki tim khusus .",1,Train,capman memiliki area investasi capman buyout capman technology capman life science capman real estate memiliki tim khusus
"Laba operasional meningkat menjadi EUR 1,6 juta dari EUR 1,1 juta pada periode yang sama tahun 2006 .",2,Train,laba operasional meningkat menjadi token_uang dari token_uang periode token_tahun
"Produk ini termasuk produk Personal Communications seperti ponsel dan komponennya, produk Home Communications seperti set-top box dan elektronik untuk TV panel datar serta produk Communications Networks seperti base-station, tower-top amplifier, dan sistem gelombang mikro.",1,Train,produk produk personal communications ponsel komponennya produk home communications set top box elektronik tv panel datar produk communications networks base station tower top amplifier sistem gelombang mikro
"Pendapatan sedikit turun, pada x20ac 495 juta $634 juta, dibandingkan dengan x20ac 497 juta setahun sebelumnya.",0,Train,pendapatan turun token_uang token_angka juta dibandingkan token_uang setahun
"Dampak finansial diperkirakan sebesar 1,5 MEUR per tahun peningkatan hasil divisi , mulai dari tahun fiskal 2007 .",2,Train,dampak finansial sebesar token_angka meur peningkatan hasil divisi dari fiskal token_tahun
Perusahaan ini memiliki posisi yang baik di Brasil dan Uruguay.,2,Train,perusahaan memiliki posisi brasil uruguay
"8 Mei 2009 - Produsen produk penanganan cairan Finlandia dan pembuat sistem uji diagnostik Biohit Oyj (HEL: BIOBV) hari ini (8 Mei 2009) mengatakan kerugian bersihnya menyempit menjadi EUR0,1 juta (USD0,14 juta) untuk kuartal pertama tahun 2009 dari EUR0 ,4 m untuk periode yang sama tahun 2008 .",2,Train,token_angka mei token_tahun produsen produk penanganan cairan finlandia pembuat sistem uji diagnostik biohit perusahaan publik hel biobv token_angka mei token_tahun kerugian bersihnya menyempit menjadi token_uang token_angka juta token_uang token_angka juta kuartal token_tahun dari token_uang token_angka periode token_tahun
Konsumen utama CS Cabot di pasar Czech dan Slovakia adalah produsen ban Barum Continental dan Matador Continental.,1,Train,konsumen utama cs cabot pasar czech slovakia produsen ban barum continental matador continental
Perusahaan saat ini sedang memeriksa apakah proyek tersebut layak secara finansial.,1,Train,perusahaan memeriksa proyek layak finansial
"Anak perusahaan Lemminkainen Infra Oy , Lemminkainen Sverige AB akan melakukan pekerjaan konstruksi , yang diperkirakan akan dimulai pada awal 2011 dan akan selesai pada musim panas 2013 .",1,Train,anak perusahaan lemminkainen infra perusahaan lemminkainen sverige perusahaan pekerjaan konstruksi token_tahun selesai musim panas token_tahun
"EBRD menggunakan dananya sendiri untuk memberikan pinjaman A sebesar 21,6 juta sementara porsi B sebesar 10 juta Euro telah disindikasikan kepada dua bank komersial Finlandia, Nordea Bank Finland Plc 7,7 juta Euro dan Pohjola Bank Plc 2,3 juta Euro.",1,Train,ebrd dananya pinjaman sebesar token_angka juta porsi b sebesar token_angka juta euro disindikasikan bank komersial finlandia nordea bank finland perusahaan publik token_angka juta euro pohjola bank perusahaan publik token_angka juta euro
"Grup konstruksi Finlandia Lemminkainen Oyj HEL: LEM1S mengatakan hari ini mereka telah memenangkan kontrak untuk menyediakan layanan teknis bagi pusat perbelanjaan Nevsky Center yang akan dibuka pada November di St Petersburg, Rusia.",2,Train,grup konstruksi finlandia lemminkainen perusahaan publik hel lem token_angka memenangkan kontrak menyediakan layanan teknis pusat perbelanjaan nevsky center dibuka november st petersburg rusia
"Pembuat peralatan makan dan tangan Finlandia Fiskars Oyj Abp (HEL: FISAS) hari ini mengatakan laba bersihnya naik menjadi EUR 24,1 juta (USD 33,6 juta) pada kuartal ketiga tahun 2010 dari EUR 17,9 juta setahun sebelumnya.",2,Train,pembuat peralatan makan tangan finlandia fiskars perusahaan publik abp hel fisas laba bersihnya naik menjadi token_uang usd token_angka juta kuartal ketiga token_tahun dari token_uang setahun
Odell belum menghubungi Negara Finlandia dalam masalah ini.,1,Train,odell belum menghubungi negara finlandia
Acara ini juga dapat dilihat sebagai webcast langsung di www.cargotec.com.,1,Train,acara webcast langsung
"Penjualan bersih area bisnis utama Kyro, Glaston Technologies, produsen mesin pengolah kaca, turun menjadi EUR 161,5 juta dari EUR 164,1 juta pada Januari-September 2005.",0,Train,penjualan bersih area bisnis utama kyro glaston technologies produsen mesin pengolah kaca turun menjadi token_uang dari token_uang januari september token_tahun
"Pasar geografis utama kami adalah Eropa, Federasi Rusia, Timur Tengah, Afrika Selatan, dan Jepang.",1,Train,pasar geografis utama eropa federasi rusia timur afrika selatan jepang
Kontrak tersebut melibatkan perbaikan kamar mandi dari 189 unit serta pemasangan kembali pipa air dan saluran pembuangan .,1,Train,kontrak melibatkan perbaikan kamar mandi dari token_angka unit pemasangan pipa air saluran pembuangan
Kontrak tersebut bernilai sekitar EUR 1 juta.,1,Train,kontrak bernilai sekitar token_uang
Penjualan alat olahraga juga meningkat pesat karena musim dingin yang berkepanjangan.,2,Train,penjualan alat olahraga meningkat pesat karena musim dingin berkepanjangan
"Juga, analisis historis enam tahun disediakan untuk pasar-pasar ini.",1,Train,analisis historis enam disediakan pasar pasar
"Dewan direksinya akan mengusulkan dividen sebesar EUR0 ,12 per saham untuk tahun 2010 , naik dari EUR0 ,08 per saham yang dibayarkan pada tahun 2009 .",2,Train,dewan direksinya mengusulkan dividen sebesar token_uang token_angka saham token_tahun naik dari token_uang token_angka saham dibayarkan token_tahun
Pengiriman diharapkan berlangsung akhir bulan ini.,1,Train,pengiriman diharapkan
"Target yang berbasis di Hayward, California, merancang alas kaki yang aktif, kasual dan berpakaian, serta sepatu bot dan sandal.",1,Train,target berbasis hayward california merancang alas kaki aktif kasual berpakaian sepatu bot sandal
Laporan Keuangan dan Laporan Interim akan dirilis sekitar pukul 09.00 (waktu Finlandia) pada tanggal yang telah ditentukan.,1,Train,laporan keuangan laporan interim dirilis sekitar token_angka finlandia tanggal ditentukan
"Buku pesanan perusahaan mencapai 1,5 miliar euro $2,2 miliar pada 30 September 2007, naik 24,2 persen pada tahun itu, dengan pesanan internasional sebesar 365 juta euro $534,3 juta.",2,Train,buku pesanan perusahaan mencapai token_angka miliar euro token_angka miliar token_angka september token_tahun naik token_persen pesanan internasional sebesar token_angka juta euro token_angka juta
"Gelagar jembatan besar akan dikirim ke lokasi dari pabrik kami di Ylivieska, Finlandia.",1,Train,gelagar jembatan dikirim ke lokasi dari pabrik ylivieska finlandia
"Sebagai bagian dari transaksi, pabrik kertas +ä+ñnekoski tetap menjadi milik M-real dan melanjutkan produksi Galerie Art untuk Sappi di bawah kontrak jangka panjang.",1,Train,dari transaksi pabrik kertas ä ñnekoski menjadi milik real melanjutkan produksi galerie art sappi bawah kontrak jangka
"Produsen kontrak elektronik Finlandia Scanfil memiliki penjualan bersih sebesar EUR 52,2 juta pada kuartal pertama tahun 2007, turun dari EUR 60,1 juta setahun sebelumnya.",0,Train,produsen kontrak elektronik finlandia scanfil memiliki penjualan bersih sebesar token_uang kuartal token_tahun turun dari token_uang setahun
Pergerakan tersebut dipicu oleh lemahnya permintaan peralatan kehutanan dan situasi pasar yang tidak menentu.,0,Train,pergerakan dipicu lemahnya permintaan peralatan kehutanan situasi pasar tidak menentu
"Di Finlandia , kota Forssa mengatakan tidak akan membayar ganti rugi kepada perusahaan industri makanan HK Ruokatalo dan Atria atas kebocoran larutan alkali ke dalam air keran yang terjadi pada bulan Maret 2008 .",0,Train,finlandia kota forssa tidak membayar ganti rugi perusahaan industri makanan hk ruokatalo atria atas kebocoran larutan alkali ke air keran maret token_tahun
"Kerugian operasional sebesar EUR 0,7 juta dibandingkan dengan keuntungan sebesar EUR 0,8 juta pada kuartal kedua tahun 2005 .",0,Train,kerugian operasional sebesar token_uang dibandingkan keuntungan sebesar token_uang kuartal token_tahun
"Langkah - langkah ini diharapkan dapat menghasilkan penghematan biaya tahunan sebesar EUR 1,5 juta mulai tahun 2007 .",2,Train,langkah langkah diharapkan menghasilkan penghematan biaya tahunan sebesar token_uang token_tahun
"Pendapatan tumbuh 1 persen menjadi euro742,2 juta US$964 juta dari euro735 juta.",2,Train,pendapatan tumbuh token_persen menjadi token_uang us token_angka juta dari token_uang
"Komisi Uni Eropa mengatakan sebelumnya mereka telah mendenda ThyssenKrupp, Otis dari United Technologies Corp, Schindler AG dan Kone Oyj sejumlah 992,3 juta euro untuk tuduhan aktivitas kartel di pasar yang meningkat selama dua belas tahun.",0,Train,komisi uni eropa mendenda thyssenkrupp otis dari united technologies corp schindler ag kone perusahaan publik token_angka juta euro tuduhan aktivitas kartel pasar meningkat selama belas
Bir sedikit berbeda dari bir arus utama.,1,Train,bir berbeda dari bir arus utama
"Selain itu , informasi tentang segmen bisnis , pesaing dan prospek masa depan juga disediakan .",1,Train,informasi segmen bisnis pesaing prospek disediakan
"Steek , yang didirikan pada tahun 2002 , berbasis di Bordeaux , Prancis barat daya .",1,Train,steek didirikan token_tahun berbasis bordeaux prancis barat daya
"Di pabrik sinter, batu kapur dan angin kokas dicampur dengan konsentrat bijih besi dan disinter menjadi bentuk bongkahan atau sinter untuk digunakan dalam tanur sembur sebagai bahan baku pembuatan besi.",1,Train,pabrik sinter batu kapur angin kokas dicampur konsentrat bijih besi disinter menjadi bentuk bongkahan sinter tanur sembur bahan baku pembuatan besi
"Kursi lainnya akan diberikan kepada Edgar Edmonds , seorang Amerika dengan pengalaman di industri pakaian dan ritel , dan Christian Fischer , seorang Austria dengan pengalaman dalam bisnis perlengkapan olahraga musim dingin .",1,Train,kursi edgar edmonds amerika pengalaman industri pakaian ritel christian fischer austria pengalaman bisnis perlengkapan olahraga musim dingin
"Seseorang juga dapat melamar pekerjaan langsung dari iPad, pilih CV mana yang akan dilampirkan dan surat pengantar mana yang paling sesuai untuk setiap posisi.",1,Train,melamar pekerjaan langsung dari ipad pilih cv dilampirkan surat pengantar sesuai posisi
Grup juga memiliki posisi global yang kuat dalam kategori penangkapan ikan lainnya.,2,Train,grup memiliki posisi global kuat kategori penangkapan ikan
"Laba operasional turun menjadi EUR 15,1 juta dari EUR 24,6 juta di tahun 2006 .",0,Train,laba operasional turun menjadi token_uang dari token_uang token_tahun
Pelanggan termasuk hotel dan restoran serta grosir dan beberapa pengecer.,1,Train,pelanggan hotel restoran grosir pengecer
"Pabrik perusahaan di Rusia akan terus memproduksi ban untuk pasar terdekatnya, sedangkan pabrik Nokia di Finlandia akan memproduksi ban untuk pasar lain.",1,Train,pabrik perusahaan rusia memproduksi ban pasar terdekatnya pabrik nokia finlandia memproduksi ban pasar
"Laba operasi kelompok keuangan Finlandia Aktia untuk tahun 2009 meningkat menjadi EUR 47,0 juta dari EUR 6,6 juta di tahun 2008 .",2,Train,laba operasi kelompok keuangan finlandia aktia token_tahun meningkat menjadi token_uang dari token_uang token_tahun
"Saham RSA ditutup pada 156,9 p pada saat akan dicetak.",1,Train,saham rsa ditutup token_angka p dicetak
Cargotec Germany GmbH telah diberikan kontrak oleh Stadtverwaltung Mainz untuk badan sasis berdasarkan prosedur Terbuka.,2,Train,cargotec germany perusahaan kontrak stadtverwaltung mainz badan sasis berdasarkan prosedur terbuka
"Laba operasional naik menjadi EUR2 ,4 juta dari EUR1 ,6 juta tahun sebelumnya .",2,Train,laba operasional naik menjadi token_uang token_angka juta dari token_uang token_angka juta
"Didirikan pada tahun 1989 , CapMan mengelola pembelian Nordic , mezzanine , teknologi , life science , dan dana real estat dengan total modal sekitar EURO 3 miliar $ 4 miliar .",1,Train,didirikan token_tahun capman mengelola pembelian nordic mezzanine teknologi life science dana real estat total modal sekitar token_uang token_angka miliar
"HELSINKI (AFX) - Saham ditutup lebih tinggi, dipimpin oleh Nokia setelah mengumumkan rencana untuk bekerja sama dengan Sanyo untuk memproduksi handset 3G, dan Nokian Tires setelah laporan pendapatan kuartal keempat mengalahkan ekspektasi analis, kata dealer.",2,Train,helsinki afx saham ditutup lebih dipimpin nokia setelah mengumumkan rencana sanyo memproduksi handset 3g nokian tires setelah laporan pendapatan kuartal keempat mengalahkan ekspektasi analis dealer
"Arus kas Vacon dari operasi meningkat menjadi EUR 37,1 juta dari EUR 21,9 juta tahun lalu.",2,Train,arus kas vacon dari operasi meningkat menjadi token_uang dari token_uang
"FISHING TURNAMEN RAPALA: Dengan semua judul utama sudah keluar untuk liburan, game dengan harga murah seperti Rapala bertujuan untuk audiens yang lebih kecil.",1,Train,fishing turnamen rapala judul utama liburan game harga murah rapala bertujuan audiens lebih
"Penjualan di Finlandia turun 2,0%, dan penjualan internasional turun 9,3% dalam euro, dan 15,1% dalam mata uang lokal.",0,Train,penjualan finlandia turun token_angka penjualan internasional turun token_angka euro token_angka mata uang lokal
Rincian keuangan transaksi tidak diungkapkan.,1,Train,rincian keuangan transaksi tidak
Laba usaha untuk tahun 2009 lebih rendah dari prospek yang dipublikasikan sebelumnya.,0,Train,laba usaha token_tahun lebih rendah dari prospek dipublikasikan
Jumlah pelanggan merupakan salah satu parameter terpenting dalam menentukan harga jaringan listrik.,1,Train,pelanggan salah parameter terpenting menentukan harga jaringan listrik
"Menurut pendiri dan ketua dewan Finnish Scanfil, Jorma J. Takanen, perusahaan harus mencari pertumbuhan di luar negeri.",1,Train,pendiri ketua dewan finnish scanfil jorma j takanen perusahaan mencari pertumbuhan negeri
Nilai pesanan sekitar EUR 100 juta.,1,Train,nilai pesanan sekitar token_uang
Penyedia komunikasi seluler dan broadband nirkabel Nokia Inc NYSE: NOK hari ini menetapkan target dan prakiraan keuangan baru untuk Nokia dan industri perangkat seluler dan juga untuk Nokia Siemens Networks serta infrastruktur seluler dan tetap serta pasar layanan terkait.,1,Train,penyedia komunikasi seluler broadband nirkabel nokia inc nyse nok menetapkan target prakiraan keuangan nokia industri perangkat seluler nokia siemens networks infrastruktur seluler pasar layanan terkait
"Penjualan bersih Sanoma Magazines Finland tumbuh menjadi EUR 140,1 juta dari EUR 131,8 juta.",2,Train,penjualan bersih sanoma magazines finland tumbuh menjadi token_uang dari token_uang
"Laba operasi sebesar EUR 0,6 juta, naik dari kerugian sebesar EUR 19 juta setahun sebelumnya.",2,Train,laba operasi sebesar token_uang naik dari kerugian sebesar token_uang setahun
"Menurut Seikku, sektor ritel di Finlandia dikuasai 3-4 pelaku besar, sedangkan produsen makanan masih relatif kecil.",1,Train,seikku sektor ritel finlandia dikuasai token_angka token_angka pelaku produsen makanan relatif
